,Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,manufacturing_price,sale_price,gross_sales,sales,cogs,profit,discounts,sales_price
510,government,Germany, Montana , High ,2992.0, $5.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",01/10/2013,10, October ,2013,5.0,20.00 ,59840.0,53257.6,29920.0,23337.60 ,6582.4,20.0
511,midmarket,Mexico, Montana , High ,2157.0, $5.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $21,570.00 "," $7,225.95 ",01/12/2014,12, December ,2014,5.0,15.00 ,32355.0,28795.95,21570.0,7225.95 ,3559.05,15.0
512,small business,Canada, Paseo , High ,873.0, $10.00 , $300.00 ," $261,900.00 "," $28,809.00 "," $233,091.00 "," $218,250.00 "," $14,841.00 ",01/01/2014,1, January ,2014,10.0,300.00 ,261900.0,233091.0,218250.0,14841.00 ,28809.0,300.0
513,government,Mexico, Paseo , High ,1122.0, $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",01/03/2014,3, March ,2014,10.0,20.00 ,22440.0,19971.6,11220.0,8751.60 ,2468.4,20.0
514,government,Canada, Paseo , High ,2104.5, $10.00 , $350.00 ," $736,575.00 "," $81,023.25 "," $655,551.75 "," $547,170.00 "," $108,381.75 ",01/07/2014,7, July ,2014,10.0,350.00 ,736575.0,655551.75,547170.0,108381.75 ,81023.25,350.0
515,channel partners,Canada, Paseo , High ,4026.0, $10.00 , $12.00 ," $48,312.00 "," $5,314.32 "," $42,997.68 "," $12,078.00 "," $30,919.68 ",01/07/2014,7, July ,2014,10.0,12.00 ,48312.0,42997.68,12078.0,30919.68 ,5314.32,12.0
516,channel partners,France, Paseo , High ,2425.5, $10.00 , $12.00 ," $29,106.00 "," $3,201.66 "," $25,904.34 "," $7,276.50 "," $18,627.84 ",01/07/2014,7, July ,2014,10.0,12.00 ,29106.0,25904.34,7276.5,18627.84 ,3201.66,12.0
517,government,Canada, Paseo , High ,2394.0, $10.00 , $20.00 ," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",01/08/2014,8, August ,2014,10.0,20.00 ,47880.0,42613.2,23940.0,18673.20 ,5266.8,20.0
518,midmarket,Mexico, Paseo , High ,1984.0, $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 "," $19,840.00 "," $6,646.40 ",01/08/2014,8, August ,2014,10.0,15.00 ,29760.0,26486.4,19840.0,6646.40 ,3273.6,15.0
519,enterprise,France, Paseo , High ,2441.0, $10.00 , $125.00 ," $305,125.00 "," $33,563.75 "," $271,561.25 "," $292,920.00 "," $(21,358.75)",01/10/2014,10, October ,2014,10.0,125.00 ,305125.0,271561.25,292920.0,(21358.75),33563.75,125.0
520,government,Germany, Paseo , High ,2992.0, $10.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",01/10/2013,10, October ,2013,10.0,20.00 ,59840.0,53257.6,29920.0,23337.60 ,6582.4,20.0
521,small business,Canada, Paseo , High ,1366.0, $10.00 , $300.00 ," $409,800.00 "," $45,078.00 "," $364,722.00 "," $341,500.00 "," $23,222.00 ",01/11/2014,11, November ,2014,10.0,300.00 ,409800.0,364722.0,341500.0,23222.00 ,45078.0,300.0
522,government,France, Velo , High ,2805.0, $120.00 , $20.00 ," $56,100.00 "," $6,171.00 "," $49,929.00 "," $28,050.00 "," $21,879.00 ",01/09/2013,9, September ,2013,120.0,20.00 ,56100.0,49929.0,28050.0,21879.00 ,6171.0,20.0
523,midmarket,Mexico, Velo , High ,655.0, $120.00 , $15.00 ," $9,825.00 "," $1,080.75 "," $8,744.25 "," $6,550.00 "," $2,194.25 ",01/09/2013,9, September ,2013,120.0,15.00 ,9825.0,8744.25,6550.0,2194.25 ,1080.75,15.0
524,government,Mexico, Velo , High ,344.0, $120.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",01/10/2013,10, October ,2013,120.0,350.00 ,120400.0,107156.0,89440.0,17716.00 ,13244.0,350.0
525,government,Canada, Velo , High ,1808.0, $120.00 , $7.00 ," $12,656.00 "," $1,392.16 "," $11,263.84 "," $9,040.00 "," $2,223.84 ",01/11/2014,11, November ,2014,120.0,7.00 ,12656.0,11263.84,9040.0,2223.84 ,1392.16,7.0
526,channel partners,France, VTT , High ,1734.0, $250.00 , $12.00 ," $20,808.00 "," $2,288.88 "," $18,519.12 "," $5,202.00 "," $13,317.12 ",01/01/2014,1, January ,2014,250.0,12.00 ,20808.0,18519.12,5202.0,13317.12 ,2288.88,12.0
527,enterprise,Mexico, VTT , High ,554.0, $250.00 , $125.00 ," $69,250.00 "," $7,617.50 "," $61,632.50 "," $66,480.00 "," $(4,847.50)",01/01/2014,1, January ,2014,250.0,125.00 ,69250.0,61632.5,66480.0,(4847.50),7617.5,125.0
528,government,Canada, VTT , High ,2935.0, $250.00 , $20.00 ," $58,700.00 "," $6,457.00 "," $52,243.00 "," $29,350.00 "," $22,893.00 ",01/11/2013,11, November ,2013,250.0,20.00 ,58700.0,52243.0,29350.0,22893.00 ,6457.0,20.0
529,enterprise,Germany, Amarilla , High ,3165.0, $260.00 , $125.00 ," $395,625.00 "," $43,518.75 "," $352,106.25 "," $379,800.00 "," $(27,693.75)",01/01/2014,1, January ,2014,260.0,125.00 ,395625.0,352106.25,379800.0,(27693.75),43518.75,125.0
530,government,Mexico, Amarilla , High ,2629.0, $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 "," $26,290.00 "," $20,506.20 ",01/01/2014,1, January ,2014,260.0,20.00 ,52580.0,46796.2,26290.0,20506.20 ,5783.8,20.0
531,enterprise,France, Amarilla , High ,1433.0, $260.00 , $125.00 ," $179,125.00 "," $19,703.75 "," $159,421.25 "," $171,960.00 "," $(12,538.75)",01/05/2014,5, May ,2014,260.0,125.00 ,179125.0,159421.25,171960.0,(12538.75),19703.75,125.0
532,enterprise,Mexico, Amarilla , High ,947.0, $260.00 , $125.00 ," $118,375.00 "," $13,021.25 "," $105,353.75 "," $113,640.00 "," $(8,286.25)",01/09/2013,9, September ,2013,260.0,125.00 ,118375.0,105353.75,113640.0,(8286.25),13021.25,125.0
533,government,Mexico, Amarilla , High ,344.0, $260.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",01/10/2013,10, October ,2013,260.0,350.00 ,120400.0,107156.0,89440.0,17716.00 ,13244.0,350.0
534,midmarket,Mexico, Amarilla , High ,2157.0, $260.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $21,570.00 "," $7,225.95 ",01/12/2014,12, December ,2014,260.0,15.00 ,32355.0,28795.95,21570.0,7225.95 ,3559.05,15.0
535,government,United States of America, Paseo , High ,380.0, $10.00 , $7.00 ," $2,660.00 ", $292.60 ," $2,367.40 "," $1,900.00 ", $467.40 ,01/09/2013,9, September ,2013,10.0,7.00 ,2660.0,2367.4,1900.0,467.40 ,292.6,7.0
536,government,Mexico, Carretera , High ,886.0, $3.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 "," $230,360.00 "," $42,528.00 ",01/06/2014,6, June ,2014,3.0,350.00 ,310100.0,272888.0,230360.0,42528.00 ,37212.0,350.0
537,enterprise,Canada, Carretera , High ,2416.0, $3.00 , $125.00 ," $302,000.00 "," $36,240.00 "," $265,760.00 "," $289,920.00 "," $(24,160.00)",01/09/2013,9, September ,2013,3.0,125.00 ,302000.0,265760.0,289920.0,(24160.00),36240.0,125.0
538,enterprise,Mexico, Carretera , High ,2156.0, $3.00 , $125.00 ," $269,500.00 "," $32,340.00 "," $237,160.00 "," $258,720.00 "," $(21,560.00)",01/10/2014,10, October ,2014,3.0,125.00 ,269500.0,237160.0,258720.0,(21560.00),32340.0,125.0
539,midmarket,Canada, Carretera , High ,2689.0, $3.00 , $15.00 ," $40,335.00 "," $4,840.20 "," $35,494.80 "," $26,890.00 "," $8,604.80 ",01/11/2014,11, November ,2014,3.0,15.00 ,40335.0,35494.8,26890.0,8604.80 ,4840.2,15.0
540,midmarket,United States of America, Montana , High ,677.0, $5.00 , $15.00 ," $10,155.00 "," $1,218.60 "," $8,936.40 "," $6,770.00 "," $2,166.40 ",01/03/2014,3, March ,2014,5.0,15.00 ,10155.0,8936.4,6770.0,2166.40 ,1218.6,15.0
541,small business,France, Montana , High ,1773.0, $5.00 , $300.00 ," $531,900.00 "," $63,828.00 "," $468,072.00 "," $443,250.00 "," $24,822.00 ",01/04/2014,4, April ,2014,5.0,300.00 ,531900.0,468072.0,443250.0,24822.00 ,63828.0,300.0
542,government,Mexico, Montana , High ,2420.0, $5.00 , $7.00 ," $16,940.00 "," $2,032.80 "," $14,907.20 "," $12,100.00 "," $2,807.20 ",01/09/2014,9, September ,2014,5.0,7.00 ,16940.0,14907.2,12100.0,2807.20 ,2032.8,7.0
543,government,Canada, Montana , High ,2734.0, $5.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",01/10/2014,10, October ,2014,5.0,7.00 ,19138.0,16841.44,13670.0,3171.44 ,2296.56,7.0
544,government,Mexico, Montana , High ,1715.0, $5.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",01/10/2013,10, October ,2013,5.0,20.00 ,34300.0,30184.0,17150.0,13034.00 ,4116.0,20.0
545,small business,France, Montana , High ,1186.0, $5.00 , $300.00 ," $355,800.00 "," $42,696.00 "," $313,104.00 "," $296,500.00 "," $16,604.00 ",01/12/2013,12, December ,2013,5.0,300.00 ,355800.0,313104.0,296500.0,16604.00 ,42696.0,300.0
546,small business,United States of America, Paseo , High ,3495.0, $10.00 , $300.00 ," $1,048,500.00 "," $125,820.00 "," $922,680.00 "," $873,750.00 "," $48,930.00 ",01/01/2014,1, January ,2014,10.0,300.00 ,1048500.0,922680.0,873750.0,48930.00 ,125820.0,300.0
547,government,Mexico, Paseo , High ,886.0, $10.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 "," $230,360.00 "," $42,528.00 ",01/06/2014,6, June ,2014,10.0,350.00 ,310100.0,272888.0,230360.0,42528.00 ,37212.0,350.0
548,enterprise,Mexico, Paseo , High ,2156.0, $10.00 , $125.00 ," $269,500.00 "," $32,340.00 "," $237,160.00 "," $258,720.00 "," $(21,560.00)",01/10/2014,10, October ,2014,10.0,125.00 ,269500.0,237160.0,258720.0,(21560.00),32340.0,125.0
549,government,Mexico, Paseo , High ,905.0, $10.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",01/10/2014,10, October ,2014,10.0,20.00 ,18100.0,15928.0,9050.0,6878.00 ,2172.0,20.0
550,government,Mexico, Paseo , High ,1715.0, $10.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",01/10/2013,10, October ,2013,10.0,20.00 ,34300.0,30184.0,17150.0,13034.00 ,4116.0,20.0
551,government,France, Paseo , High ,1594.0, $10.00 , $350.00 ," $557,900.00 "," $66,948.00 "," $490,952.00 "," $414,440.00 "," $76,512.00 ",01/11/2014,11, November ,2014,10.0,350.00 ,557900.0,490952.0,414440.0,76512.00 ,66948.0,350.0
552,small business,Germany, Paseo , High ,1359.0, $10.00 , $300.00 ," $407,700.00 "," $48,924.00 "," $358,776.00 "," $339,750.00 "," $19,026.00 ",01/11/2014,11, November ,2014,10.0,300.00 ,407700.0,358776.0,339750.0,19026.00 ,48924.0,300.0
553,small business,Mexico, Paseo , High ,2150.0, $10.00 , $300.00 ," $645,000.00 "," $77,400.00 "," $567,600.00 "," $537,500.00 "," $30,100.00 ",01/11/2014,11, November ,2014,10.0,300.00 ,645000.0,567600.0,537500.0,30100.00 ,77400.0,300.0
554,government,Mexico, Paseo , High ,1197.0, $10.00 , $350.00 ," $418,950.00 "," $50,274.00 "," $368,676.00 "," $311,220.00 "," $57,456.00 ",01/11/2014,11, November ,2014,10.0,350.00 ,418950.0,368676.0,311220.0,57456.00 ,50274.0,350.0
555,midmarket,Mexico, Paseo , High ,380.0, $10.00 , $15.00 ," $5,700.00 ", $684.00 ," $5,016.00 "," $3,800.00 "," $1,216.00 ",01/12/2013,12, December ,2013,10.0,15.00 ,5700.0,5016.0,3800.0,1216.00 ,684.0,15.0
556,government,Mexico, Paseo , High ,1233.0, $10.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",01/12/2014,12, December ,2014,10.0,20.00 ,24660.0,21700.8,12330.0,9370.80 ,2959.2,20.0
557,government,Mexico, Velo , High ,1395.0, $120.00 , $350.00 ," $488,250.00 "," $58,590.00 "," $429,660.00 "," $362,700.00 "," $66,960.00 ",01/07/2014,7, July ,2014,120.0,350.00 ,488250.0,429660.0,362700.0,66960.00 ,58590.0,350.0
558,government,United States of America, Velo , High ,986.0, $120.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 "," $256,360.00 "," $47,328.00 ",01/10/2014,10, October ,2014,120.0,350.00 ,345100.0,303688.0,256360.0,47328.00 ,41412.0,350.0
559,government,Mexico, Velo , High ,905.0, $120.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",01/10/2014,10, October ,2014,120.0,20.00 ,18100.0,15928.0,9050.0,6878.00 ,2172.0,20.0
560,channel partners,Canada, VTT , High ,2109.0, $250.00 , $12.00 ," $25,308.00 "," $3,036.96 "," $22,271.04 "," $6,327.00 "," $15,944.04 ",01/05/2014,5, May ,2014,250.0,12.00 ,25308.0,22271.04,6327.0,15944.04 ,3036.96,12.0
561,midmarket,France, VTT , High ,3874.5, $250.00 , $15.00 ," $58,117.50 "," $6,974.10 "," $51,143.40 "," $38,745.00 "," $12,398.40 ",01/07/2014,7, July ,2014,250.0,15.00 ,58117.5,51143.4,38745.0,12398.40 ,6974.1,15.0
562,government,Canada, VTT , High ,623.0, $250.00 , $350.00 ," $218,050.00 "," $26,166.00 "," $191,884.00 "," $161,980.00 "," $29,904.00 ",01/09/2013,9, September ,2013,250.0,350.00 ,218050.0,191884.0,161980.0,29904.00 ,26166.0,350.0
563,government,United States of America, VTT , High ,986.0, $250.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 "," $256,360.00 "," $47,328.00 ",01/10/2014,10, October ,2014,250.0,350.00 ,345100.0,303688.0,256360.0,47328.00 ,41412.0,350.0
564,enterprise,United States of America, VTT , High ,2387.0, $250.00 , $125.00 ," $298,375.00 "," $35,805.00 "," $262,570.00 "," $286,440.00 "," $(23,870.00)",01/11/2014,11, November ,2014,250.0,125.00 ,298375.0,262570.0,286440.0,(23870.00),35805.0,125.0
565,government,Mexico, VTT , High ,1233.0, $250.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",01/12/2014,12, December ,2014,250.0,20.00 ,24660.0,21700.8,12330.0,9370.80 ,2959.2,20.0
566,government,United States of America, Amarilla , High ,270.0, $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 "," $70,200.00 "," $12,960.00 ",01/02/2014,2, February ,2014,260.0,350.00 ,94500.0,83160.0,70200.0,12960.00 ,11340.0,350.0
567,government,France, Amarilla , High ,3421.5, $260.00 , $7.00 ," $23,950.50 "," $2,874.06 "," $21,076.44 "," $17,107.50 "," $3,968.94 ",01/07/2014,7, July ,2014,260.0,7.00 ,23950.5,21076.44,17107.5,3968.94 ,2874.06,7.0
568,government,Canada, Amarilla , High ,2734.0, $260.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",01/10/2014,10, October ,2014,260.0,7.00 ,19138.0,16841.44,13670.0,3171.44 ,2296.56,7.0
569,midmarket,United States of America, Amarilla , High ,2548.0, $260.00 , $15.00 ," $38,220.00 "," $4,586.40 "," $33,633.60 "," $25,480.00 "," $8,153.60 ",01/11/2013,11, November ,2013,260.0,15.00 ,38220.0,33633.6,25480.0,8153.60 ,4586.4,15.0
570,government,France, Carretera , High ,2521.5, $3.00 , $20.00 ," $50,430.00 "," $6,051.60 "," $44,378.40 "," $25,215.00 "," $19,163.40 ",01/01/2014,1, January ,2014,3.0,20.00 ,50430.0,44378.4,25215.0,19163.40 ,6051.6,20.0
571,channel partners,Mexico, Montana , High ,2661.0, $5.00 , $12.00 ," $31,932.00 "," $3,831.84 "," $28,100.16 "," $7,983.00 "," $20,117.16 ",01/05/2014,5, May ,2014,5.0,12.00 ,31932.0,28100.16,7983.0,20117.16 ,3831.84,12.0
572,government,Germany, Paseo , High ,1531.0, $10.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",01/12/2014,12, December ,2014,10.0,20.00 ,30620.0,26945.6,15310.0,11635.60 ,3674.4,20.0
573,government,France, VTT , High ,1491.0, $250.00 , $7.00 ," $10,437.00 "," $1,252.44 "," $9,184.56 "," $7,455.00 "," $1,729.56 ",01/03/2014,3, March ,2014,250.0,7.00 ,10437.0,9184.56,7455.0,1729.56 ,1252.44,7.0
574,government,Germany, VTT , High ,1531.0, $250.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",01/12/2014,12, December ,2014,250.0,20.00 ,30620.0,26945.6,15310.0,11635.60 ,3674.4,20.0
575,channel partners,Canada, Amarilla , High ,2761.0, $260.00 , $12.00 ," $33,132.00 "," $3,975.84 "," $29,156.16 "," $8,283.00 "," $20,873.16 ",01/09/2013,9, September ,2013,260.0,12.00 ,33132.0,29156.16,8283.0,20873.16 ,3975.84,12.0
576,midmarket,United States of America, Carretera , High ,2567.0, $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01/06/2014,6, June ,2014,3.0,15.00 ,38505.0,33499.35,25670.0,7829.35 ,5005.65,15.0
577,midmarket,United States of America, VTT , High ,2567.0, $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01/06/2014,6, June ,2014,250.0,15.00 ,38505.0,33499.35,25670.0,7829.35 ,5005.65,15.0
578,government,Canada, Carretera , High ,923.0, $3.00 , $350.00 ," $323,050.00 "," $41,996.50 "," $281,053.50 "," $239,980.00 "," $41,073.50 ",01/03/2014,3, March ,2014,3.0,350.00 ,323050.0,281053.5,239980.0,41073.50 ,41996.5,350.0
579,government,France, Carretera , High ,1790.0, $3.00 , $350.00 ," $626,500.00 "," $81,445.00 "," $545,055.00 "," $465,400.00 "," $79,655.00 ",01/03/2014,3, March ,2014,3.0,350.00 ,626500.0,545055.0,465400.0,79655.00 ,81445.0,350.0
580,government,Germany, Carretera , High ,442.0, $3.00 , $20.00 ," $8,840.00 "," $1,149.20 "," $7,690.80 "," $4,420.00 "," $3,270.80 ",01/09/2013,9, September ,2013,3.0,20.00 ,8840.0,7690.8,4420.0,3270.80 ,1149.2,20.0
581,government,United States of America, Montana , High ,982.5, $5.00 , $350.00 ," $343,875.00 "," $44,703.75 "," $299,171.25 "," $255,450.00 "," $43,721.25 ",01/01/2014,1, January ,2014,5.0,350.00 ,343875.0,299171.25,255450.0,43721.25 ,44703.75,350.0
582,government,United States of America, Montana , High ,1298.0, $5.00 , $7.00 ," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",01/02/2014,2, February ,2014,5.0,7.00 ,9086.0,7904.82,6490.0,1414.82 ,1181.18,7.0
583,channel partners,Mexico, Montana , High ,604.0, $5.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01/06/2014,6, June ,2014,5.0,12.00 ,7248.0,6305.76,1812.0,4493.76 ,942.24,12.0
584,government,Mexico, Montana , High ,2255.0, $5.00 , $20.00 ," $45,100.00 "," $5,863.00 "," $39,237.00 "," $22,550.00 "," $16,687.00 ",01/07/2014,7, July ,2014,5.0,20.00 ,45100.0,39237.0,22550.0,16687.00 ,5863.0,20.0
585,government,Canada, Montana , High ,1249.0, $5.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",01/10/2014,10, October ,2014,5.0,20.00 ,24980.0,21732.6,12490.0,9242.60 ,3247.4,20.0
586,government,United States of America, Paseo , High ,1438.5, $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 "," $7,192.50 "," $1,567.97 ",01/01/2014,1, January ,2014,10.0,7.00 ,10069.5,8760.47,7192.5,1567.97 ,1309.04,7.0
587,small business,Germany, Paseo , High ,807.0, $10.00 , $300.00 ," $242,100.00 "," $31,473.00 "," $210,627.00 "," $201,750.00 "," $8,877.00 ",01/01/2014,1, January ,2014,10.0,300.00 ,242100.0,210627.0,201750.0,8877.00 ,31473.0,300.0
588,government,United States of America, Paseo , High ,2641.0, $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 "," $26,410.00 "," $19,543.40 ",01/02/2014,2, February ,2014,10.0,20.00 ,52820.0,45953.4,26410.0,19543.40 ,6866.6,20.0
589,government,Germany, Paseo , High ,2708.0, $10.00 , $20.00 ," $54,160.00 "," $7,040.80 "," $47,119.20 "," $27,080.00 "," $20,039.20 ",01/02/2014,2, February ,2014,10.0,20.00 ,54160.0,47119.2,27080.0,20039.20 ,7040.8,20.0
590,government,Canada, Paseo , High ,2632.0, $10.00 , $350.00 ," $921,200.00 "," $119,756.00 "," $801,444.00 "," $684,320.00 "," $117,124.00 ",01/06/2014,6, June ,2014,10.0,350.00 ,921200.0,801444.0,684320.0,117124.00 ,119756.0,350.0
591,enterprise,Canada, Paseo , High ,1583.0, $10.00 , $125.00 ," $197,875.00 "," $25,723.75 "," $172,151.25 "," $189,960.00 "," $(17,808.75)",01/06/2014,6, June ,2014,10.0,125.00 ,197875.0,172151.25,189960.0,(17808.75),25723.75,125.0
592,channel partners,Mexico, Paseo , High ,571.0, $10.00 , $12.00 ," $6,852.00 ", $890.76 ," $5,961.24 "," $1,713.00 "," $4,248.24 ",01/07/2014,7, July ,2014,10.0,12.00 ,6852.0,5961.24,1713.0,4248.24 ,890.76,12.0
593,government,France, Paseo , High ,2696.0, $10.00 , $7.00 ," $18,872.00 "," $2,453.36 "," $16,418.64 "," $13,480.00 "," $2,938.64 ",01/08/2014,8, August ,2014,10.0,7.00 ,18872.0,16418.64,13480.0,2938.64 ,2453.36,7.0
594,midmarket,Canada, Paseo , High ,1565.0, $10.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 "," $15,650.00 "," $4,773.25 ",01/10/2014,10, October ,2014,10.0,15.00 ,23475.0,20423.25,15650.0,4773.25 ,3051.75,15.0
595,government,Canada, Paseo , High ,1249.0, $10.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",01/10/2014,10, October ,2014,10.0,20.00 ,24980.0,21732.6,12490.0,9242.60 ,3247.4,20.0
596,government,Germany, Paseo , High ,357.0, $10.00 , $350.00 ," $124,950.00 "," $16,243.50 "," $108,706.50 "," $92,820.00 "," $15,886.50 ",01/11/2014,11, November ,2014,10.0,350.00 ,124950.0,108706.5,92820.0,15886.50 ,16243.5,350.0
597,channel partners,Germany, Paseo , High ,1013.0, $10.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 "," $3,039.00 "," $7,536.72 ",01/12/2014,12, December ,2014,10.0,12.00 ,12156.0,10575.72,3039.0,7536.72 ,1580.28,12.0
598,midmarket,France, Velo , High ,3997.5, $120.00 , $15.00 ," $59,962.50 "," $7,795.13 "," $52,167.38 "," $39,975.00 "," $12,192.38 ",01/01/2014,1, January ,2014,120.0,15.00 ,59962.5,52167.38,39975.0,12192.38 ,7795.13,15.0
599,government,Canada, Velo , High ,2632.0, $120.00 , $350.00 ," $921,200.00 "," $119,756.00 "," $801,444.00 "," $684,320.00 "," $117,124.00 ",01/06/2014,6, June ,2014,120.0,350.00 ,921200.0,801444.0,684320.0,117124.00 ,119756.0,350.0
600,government,France, Velo , High ,1190.0, $120.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",01/06/2014,6, June ,2014,120.0,7.00 ,8330.0,7247.1,5950.0,1297.10 ,1082.9,7.0
601,channel partners,Mexico, Velo , High ,604.0, $120.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01/06/2014,6, June ,2014,120.0,12.00 ,7248.0,6305.76,1812.0,4493.76 ,942.24,12.0
602,midmarket,Germany, Velo , High ,660.0, $120.00 , $15.00 ," $9,900.00 "," $1,287.00 "," $8,613.00 "," $6,600.00 "," $2,013.00 ",01/09/2013,9, September ,2013,120.0,15.00 ,9900.0,8613.0,6600.0,2013.00 ,1287.0,15.0
603,channel partners,Mexico, Velo , High ,410.0, $120.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 "," $1,230.00 "," $3,050.40 ",01/10/2014,10, October ,2014,120.0,12.00 ,4920.0,4280.4,1230.0,3050.40 ,639.6,12.0
604,small business,Mexico, Velo , High ,2605.0, $120.00 , $300.00 ," $781,500.00 "," $101,595.00 "," $679,905.00 "," $651,250.00 "," $28,655.00 ",01/11/2013,11, November ,2013,120.0,300.00 ,781500.0,679905.0,651250.0,28655.00 ,101595.0,300.0
605,channel partners,Germany, Velo , High ,1013.0, $120.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 "," $3,039.00 "," $7,536.72 ",01/12/2014,12, December ,2014,120.0,12.00 ,12156.0,10575.72,3039.0,7536.72 ,1580.28,12.0
606,enterprise,Canada, VTT , High ,1583.0, $250.00 , $125.00 ," $197,875.00 "," $25,723.75 "," $172,151.25 "," $189,960.00 "," $(17,808.75)",01/06/2014,6, June ,2014,250.0,125.00 ,197875.0,172151.25,189960.0,(17808.75),25723.75,125.0
607,midmarket,Canada, VTT , High ,1565.0, $250.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 "," $15,650.00 "," $4,773.25 ",01/10/2014,10, October ,2014,250.0,15.00 ,23475.0,20423.25,15650.0,4773.25 ,3051.75,15.0
608,enterprise,Canada, Amarilla , High ,1659.0, $260.00 , $125.00 ," $207,375.00 "," $26,958.75 "," $180,416.25 "," $199,080.00 "," $(18,663.75)",01/01/2014,1, January ,2014,260.0,125.00 ,207375.0,180416.25,199080.0,(18663.75),26958.75,125.0
609,government,France, Amarilla , High ,1190.0, $260.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",01/06/2014,6, June ,2014,260.0,7.00 ,8330.0,7247.1,5950.0,1297.10 ,1082.9,7.0
610,channel partners,Mexico, Amarilla , High ,410.0, $260.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 "," $1,230.00 "," $3,050.40 ",01/10/2014,10, October ,2014,260.0,12.00 ,4920.0,4280.4,1230.0,3050.40 ,639.6,12.0
611,channel partners,Germany, Amarilla , High ,1770.0, $260.00 , $12.00 ," $21,240.00 "," $2,761.20 "," $18,478.80 "," $5,310.00 "," $13,168.80 ",01/12/2013,12, December ,2013,260.0,12.00 ,21240.0,18478.8,5310.0,13168.80 ,2761.2,12.0
